sprite_cachorro_direita:
    
     .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 255, 255, 10, 0, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 10, 255, 10, 10, 0, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 10, 10, 10, 10, 0, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 10, 10, 10, 0, 10, 0, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 10, 10, 10, 10, 10, 10, 10, 0, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 10, 10, 0, 0, 0, 0, 10, 10, 0, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 10, 10, 10, 0, 0, 0, 10, 10, 0, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 10, 10, 10, 0, 7, 0, 10, 10, 10, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 10, 10, 10, 0, 0, 0, 0, 0, 10, 82
    .byte 255, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 9, 91, 91, 91, 0, 0, 0, 0, 91, 91, 0
    .byte 255, 255, 255, 255, 10, 10, 10, 10, 10, 10, 0, 0, 0, 0, 9, 9, 91, 91, 91, 91, 91, 91, 9, 0
    .byte 255, 255, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 9, 9, 0, 255, 255, 255, 255, 255, 255
    .byte 255, 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 91, 91, 91, 0, 255, 255, 255, 255, 255, 255
    .byte 10, 10, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 91, 9, 9, 255, 255, 255, 255, 255, 255, 255
    .byte 10, 0, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 91, 9, 0, 255, 255, 255, 255, 255, 255, 255
    .byte 10, 0, 0, 10, 10, 10, 10, 0, 0, 0, 0, 10, 10, 10, 9, 9, 0, 255, 255, 255, 255, 255, 255, 255
    .byte 0, 0, 10, 10, 10, 10, 0, 0, 0, 255, 255, 10, 10, 10, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255
    .byte 0, 0, 10, 10, 0, 0, 10, 0, 255, 255, 255, 10, 10, 10, 10, 0, 0, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 10, 10, 10, 10, 0, 10, 0, 255, 255, 255, 10, 10, 0, 10, 0, 0, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 10, 10, 10, 0, 10, 0, 255, 255, 255, 10, 10, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 0, 0, 0, 255, 0, 0, 0, 255, 255, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 0, 0, 0, 255, 255, 255, 255, 255, 255, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255,
    
sprite_cachorro_esquerda:
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 0, 10, 255, 255, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 0, 10, 10, 255, 10, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 0, 10, 10, 10, 10, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 0, 10, 0, 10, 10, 10, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 255, 0, 10, 10, 10, 10, 10, 10, 10, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 0, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 0, 10, 10, 0, 0, 0, 0, 10, 10, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 0, 10, 10, 0, 0, 0, 10, 10, 10, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 255, 10, 10, 10, 0, 7, 0, 10, 10, 10, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 82, 10, 0, 0, 0, 0, 0, 10, 10, 10, 0, 0, 0, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255
    .byte 0, 91, 91, 0, 0, 0, 0, 91, 91, 91, 9, 0, 0, 0, 0, 0, 0, 0, 0, 255, 255, 255, 255, 255
    .byte 0, 9, 91, 91, 91, 91, 91, 91, 9, 9, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 255, 255, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 0, 9, 9, 0, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 0, 91, 91, 91, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 9, 9, 91, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 10, 10
    .byte 255, 255, 255, 255, 255, 255, 255, 0, 9, 91, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 0, 0, 10
    .byte 255, 255, 255, 255, 255, 255, 255, 0, 9, 9, 10, 10, 10, 0, 0, 0, 0, 10, 10, 10, 10, 0, 0, 10
    .byte 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 10, 10, 10, 255, 255, 0, 0, 0, 10, 10, 10, 10, 0, 0
    .byte 255, 255, 255, 255, 255, 255, 255, 0, 0, 10, 10, 10, 10, 255, 255, 255, 0, 10, 0, 0, 10, 10, 0, 0
    .byte 255, 255, 255, 255, 255, 255, 255, 0, 0, 10, 0, 10, 10, 255, 255, 255, 0, 10, 0, 10, 10, 10, 10, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 10, 10, 255, 255, 255, 0, 10, 0, 10, 10, 10, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 0, 0, 0, 255, 255, 0, 0, 0, 255, 0, 0, 0, 255, 255
    .byte 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 0, 0, 0, 255, 255, 255, 255, 255, 255, 0, 0, 0, 255, 255
 
